opportunity_id,account_id,rep_id,lead_source,stage,amount,created_date,close_date,fiscal_quarter,is_won,is_closed
O01601,A0091,R012,Referral,Closed Lost,13500.0,2025-08-25,2025-10-01,2025-Q4,false,true
O01602,A0583,R007,Outbound,Closed Lost,40200.0,2024-11-22,2025-03-04,2025-Q1,false,true
O01603,A0308,R018,Outbound,Closed Won,18000.0,2024-11-16,2025-01-03,2025-Q1,true,true
O01604,A0044,R012,Event,Closed Lost,16200.0,2025-02-23,2025-04-07,2025-Q2,false,true
O01605,A0413,R014,Outbound,Closed Lost,27500.0,2025-04-20,2025-07-31,2025-Q3,false,true
O01606,A0026,R008,Outbound,Closed Lost,17800.0,2024-11-20,2024-12-28,2024-Q4,false,true
O01607,A0015,R015,Inbound,Closed Lost,5300.0,2025-11-08,2025-12-03,2025-Q4,false,true
O01608,A0017,R020,Outbound,Closed Won,166700.0,2025-04-28,2025-09-03,2025-Q3,true,true
O01609,A0163,R011,Partner,Closed Lost,6400.0,2025-07-16,2025-08-16,2025-Q3,false,true
O01610,A0444,R015,Referral,Closed Won,17500.0,2024-06-12,2024-07-27,2024-Q3,true,true
O01611,A0069,R010,Outbound,Closed Lost,26800.0,2025-05-03,2025-07-24,2025-Q3,false,true
O01612,A0222,R013,Inbound,Closed Lost,77300.0,2025-05-17,2025-07-02,2025-Q3,false,true
O01613,A0319,R024,Outbound,Closed Lost,12200.0,2025-09-25,2025-11-05,2025-Q4,false,true
O01614,A0350,R010,Inbound,Closed Lost,53100.0,2024-05-11,2024-08-11,2024-Q3,false,true
O01615,A0379,R015,Referral,Closed Lost,17200.0,2024-09-09,2024-10-06,2024-Q4,false,true
O01616,A0321,R024,Inbound,Closed Lost,11300.0,2025-05-02,2025-06-02,2025-Q2,false,true
O01617,A0200,R008,Partner,Closed Lost,11600.0,2024-11-25,2025-01-18,2025-Q1,false,true
O01618,A0243,R009,Outbound,Closed Won,10000.0,2025-05-15,2025-07-04,2025-Q3,true,true
O01619,A0098,R015,Outbound,Closed Lost,7800.0,2024-05-31,2024-07-23,2024-Q3,false,true
O01620,A0273,R005,Inbound,Closed Lost,14700.0,2025-04-05,2025-05-13,2025-Q2,false,true
O01621,A0147,R012,Inbound,Closed Lost,6700.0,2024-03-01,2024-04-14,2024-Q2,false,true
O01622,A0495,R021,Inbound,Closed Lost,17400.0,2024-05-29,2024-06-29,2024-Q2,false,true
O01623,A0550,R006,Partner,Proposal,77400.0,2025-10-23,,2025-Q4,,false
O01624,A0200,R021,Partner,Closed Lost,6700.0,2025-05-31,2025-07-02,2025-Q3,false,true
O01625,A0012,R011,Partner,Closed Won,5200.0,2024-09-24,2024-10-21,2024-Q4,true,true
O01626,A0432,R003,Outbound,Closed Lost,66100.0,2025-01-12,2025-04-26,2025-Q2,false,true
O01627,A0392,R021,Referral,Closed Won,9700.0,2024-06-09,2024-07-31,2024-Q3,true,true
O01628,A0467,R007,Inbound,Closed Lost,35700.0,2024-07-21,2024-11-01,2024-Q4,false,true
O01629,A0018,R017,Inbound,Closed Lost,256800.0,2024-02-23,2024-08-14,2024-Q3,false,true
O01630,A0385,R017,Inbound,Proposal,286800.0,2025-10-05,,2025-Q4,,false
O01631,A0290,R010,Partner,Closed Lost,20400.0,2025-08-02,2025-11-27,2025-Q4,false,true
O01632,A0136,R014,Inbound,Closed Won,26700.0,2024-03-06,2024-04-28,2024-Q2,true,true
O01633,A0241,R003,Partner,Closed Lost,39000.0,2025-01-03,2025-04-03,2025-Q2,false,true
O01634,A0505,R015,Outbound,Closed Lost,10900.0,2025-07-12,2025-07-29,2025-Q3,false,true
O01635,A0159,R021,Referral,Closed Won,9700.0,2024-04-01,2024-04-28,2024-Q2,true,true
O01636,A0268,R006,Inbound,Closed Lost,58000.0,2024-09-02,2024-10-24,2024-Q4,false,true
O01637,A0231,R020,Inbound,Closed Lost,150100.0,2024-02-13,2024-05-23,2024-Q2,false,true
O01638,A0141,R021,Outbound,Closed Lost,8800.0,2024-11-23,2024-12-27,2024-Q4,false,true
O01639,A0523,R007,Outbound,Closed Lost,59500.0,2025-05-19,2025-07-06,2025-Q3,false,true
O01640,A0042,R017,Inbound,Closed Lost,146800.0,2025-08-26,2025-12-03,2025-Q4,false,true
O01641,A0083,R022,Inbound,Closed Won,16500.0,2025-01-11,2025-02-26,2025-Q1,true,true
O01642,A0550,R001,Partner,Proposal,34500.0,2025-10-04,,2025-Q4,,false
O01643,A0263,R012,Partner,Closed Lost,16500.0,2024-07-19,2024-08-22,2024-Q3,false,true
O01644,A0463,R001,Inbound,Closed Won,65700.0,2025-04-01,2025-07-20,2025-Q3,true,true
O01645,A0397,R005,Inbound,Closed Lost,14400.0,2024-07-29,2024-08-24,2024-Q3,false,true
O01646,A0220,R022,Inbound,Closed Lost,10000.0,2024-11-06,2024-12-13,2024-Q4,false,true
O01647,A0259,R009,Inbound,Closed Won,7600.0,2025-06-07,2025-06-22,2025-Q2,true,true
O01648,A0342,R006,Outbound,Closed Lost,62600.0,2025-05-26,2025-08-28,2025-Q3,false,true
O01649,A0170,R020,Referral,Closed Lost,271000.0,2025-05-06,2025-12-25,2025-Q4,false,true
O01650,A0080,R022,Event,Closed Lost,15800.0,2024-04-19,2024-05-03,2024-Q2,false,true
O01651,A0281,R002,Inbound,Closed Lost,8700.0,2024-11-06,2024-12-18,2024-Q4,false,true
O01652,A0055,R020,Outbound,Closed Lost,390700.0,2024-08-08,2024-12-24,2024-Q4,false,true
O01653,A0287,R013,Outbound,Prospecting,36400.0,2025-10-31,,2025-Q4,,false
O01654,A0210,R003,Inbound,Closed Lost,72600.0,2025-10-13,2025-11-30,2025-Q4,false,true
O01655,A0116,R005,Outbound,Closed Lost,16000.0,2024-08-28,2024-10-10,2024-Q4,false,true
O01656,A0277,R002,Inbound,Closed Lost,3900.0,2025-07-30,2025-09-12,2025-Q3,false,true
O01657,A0408,R024,Outbound,Closed Lost,3600.0,2025-01-21,2025-02-05,2025-Q1,false,true
O01658,A0180,R001,Event,Closed Lost,58700.0,2025-08-13,2025-10-02,2025-Q4,false,true
O01659,A0289,R018,Event,Closed Won,3400.0,2024-07-26,2024-08-26,2024-Q3,true,true
O01660,A0241,R014,Outbound,Closed Lost,72200.0,2024-01-02,2024-02-21,2024-Q1,false,true
O01661,A0501,R006,Outbound,Closed Lost,40600.0,2024-02-18,2024-05-09,2024-Q2,false,true
O01662,A0484,R016,Outbound,Closed Lost,58800.0,2024-06-16,2024-09-16,2024-Q3,false,true
O01663,A0150,R012,Outbound,Closed Lost,9100.0,2025-10-16,2025-11-21,2025-Q4,false,true
O01664,A0356,R011,Outbound,Closed Lost,14300.0,2024-05-31,2024-07-27,2024-Q3,false,true
O01665,A0369,R015,Referral,Closed Won,6800.0,2024-03-29,2024-05-20,2024-Q2,true,true
O01666,A0478,R018,Outbound,Closed Won,5500.0,2025-07-06,2025-09-01,2025-Q3,true,true
O01667,A0149,R019,Event,Closed Lost,57200.0,2024-12-15,2025-04-08,2025-Q2,false,true
O01668,A0588,R004,Inbound,Closed Lost,23100.0,2024-07-29,2024-11-01,2024-Q4,false,true
O01669,A0514,R021,Referral,Closed Won,4600.0,2024-02-12,2024-03-30,2024-Q1,true,true
O01670,A0169,R009,Outbound,Proposal,14800.0,2025-12-01,,2025-Q4,,false
O01671,A0405,R021,Outbound,Closed Lost,6300.0,2025-11-03,2025-12-12,2025-Q4,false,true
O01672,A0109,R009,Event,Closed Lost,9800.0,2025-10-17,2025-12-11,2025-Q4,false,true
O01673,A0193,R002,Partner,Closed Lost,10400.0,2025-05-31,2025-06-20,2025-Q2,false,true
O01674,A0314,R006,Inbound,Closed Lost,69200.0,2025-02-19,2025-05-13,2025-Q2,false,true
O01675,A0196,R002,Event,Closed Won,7400.0,2024-01-17,2024-02-01,2024-Q1,true,true
O01676,A0074,R005,Outbound,Closed Lost,17300.0,2024-09-16,2024-10-28,2024-Q4,false,true
O01677,A0413,R001,Inbound,Closed Lost,39300.0,2025-09-03,2025-11-25,2025-Q4,false,true
O01678,A0490,R023,Inbound,Qualification,20600.0,2025-09-21,,2025-Q3,,false
O01679,A0485,R015,Event,Closed Lost,9300.0,2025-07-05,2025-07-25,2025-Q3,false,true
O01680,A0503,R002,Inbound,Closed Lost,17400.0,2025-01-24,2025-02-09,2025-Q1,false,true
O01681,A0259,R021,Partner,Closed Lost,6700.0,2024-04-04,2024-04-23,2024-Q2,false,true
O01682,A0097,R018,Inbound,Closed Lost,6600.0,2025-01-23,2025-02-27,2025-Q1,false,true
O01683,A0318,R021,Partner,Closed Won,12200.0,2025-04-07,2025-05-04,2025-Q2,true,true
O01684,A0029,R021,Partner,Closed Lost,10500.0,2025-03-31,2025-04-18,2025-Q2,false,true
O01685,A0398,R021,Outbound,Closed Lost,3700.0,2025-10-31,2025-12-30,2025-Q4,false,true
O01686,A0463,R007,Inbound,Closed Lost,36000.0,2024-06-15,2024-08-04,2024-Q3,false,true
O01687,A0159,R005,Event,Closed Won,10300.0,2024-07-22,2024-09-04,2024-Q3,true,true
O01688,A0181,R015,Partner,Closed Lost,5700.0,2024-02-14,2024-03-18,2024-Q1,false,true
O01689,A0506,R006,Partner,Closed Won,24300.0,2025-03-31,2025-05-29,2025-Q2,true,true
O01690,A0577,R002,Inbound,Closed Lost,8500.0,2025-03-24,2025-05-08,2025-Q2,false,true
O01691,A0538,R012,Inbound,Closed Lost,4600.0,2025-10-12,2025-11-29,2025-Q4,false,true
O01692,A0571,R015,Partner,Closed Lost,4300.0,2024-03-09,2024-03-27,2024-Q1,false,true
O01693,A0487,R015,Inbound,Closed Lost,16600.0,2025-06-03,2025-07-02,2025-Q3,false,true
O01694,A0166,R017,Outbound,Closed Lost,292700.0,2025-08-07,2025-12-22,2025-Q4,false,true
O01695,A0270,R020,Inbound,Closed Won,266300.0,2024-03-09,2024-07-24,2024-Q3,true,true
O01696,A0208,R008,Outbound,Closed Lost,14200.0,2024-11-03,2024-11-25,2024-Q4,false,true
O01697,A0523,R001,Inbound,Closed Lost,59300.0,2024-04-25,2024-08-15,2024-Q3,false,true
O01698,A0141,R012,Outbound,Closed Won,15000.0,2024-09-06,2024-10-20,2024-Q4,true,true
O01699,A0491,R009,Outbound,Closed Lost,8800.0,2024-04-11,2024-05-06,2024-Q2,false,true
O01700,A0073,R008,Event,Closed Won,15900.0,2025-11-14,2025-12-06,2025-Q4,true,true
O01701,A0490,R016,Outbound,Closed Lost,28200.0,2024-03-15,2024-07-10,2024-Q3,false,true
O01702,A0371,R006,Event,Closed Lost,21700.0,2024-09-25,2024-12-31,2024-Q4,false,true
O01703,A0405,R002,Outbound,Closed Lost,13900.0,2024-07-16,2024-09-10,2024-Q3,false,true
O01704,A0231,R017,Partner,Closed Lost,364400.0,2025-05-05,2025-12-11,2025-Q4,false,true
O01705,A0162,R017,Inbound,Prospecting,172000.0,2025-09-05,,2025-Q3,,false
O01706,A0087,R008,Outbound,Closed Lost,8500.0,2025-10-18,2025-11-03,2025-Q4,false,true
O01707,A0350,R007,Outbound,Closed Lost,75000.0,2025-07-02,2025-09-26,2025-Q3,false,true
O01708,A0500,R013,Outbound,Closed Lost,75300.0,2025-08-26,2025-12-20,2025-Q4,false,true
O01709,A0481,R012,Outbound,Closed Lost,10300.0,2024-04-03,2024-05-31,2024-Q2,false,true
O01710,A0065,R011,Outbound,Closed Lost,17000.0,2025-10-06,2025-11-06,2025-Q4,false,true
O01711,A0234,R012,Inbound,Closed Lost,11500.0,2024-11-27,2024-12-26,2024-Q4,false,true
O01712,A0344,R020,Inbound,Closed Lost,271300.0,2024-10-12,2025-03-18,2025-Q1,false,true
O01713,A0143,R007,Inbound,Closed Lost,62200.0,2024-07-13,2024-10-12,2024-Q4,false,true
O01714,A0474,R022,Inbound,Closed Lost,4800.0,2025-06-16,2025-07-11,2025-Q3,false,true
O01715,A0253,R009,Partner,Closed Won,15500.0,2025-09-04,2025-10-28,2025-Q4,true,true
O01716,A0509,R020,Outbound,Closed Lost,235000.0,2024-09-08,2025-03-17,2025-Q1,false,true
O01717,A0551,R010,Referral,Closed Won,55600.0,2024-05-29,2024-08-14,2024-Q3,true,true
O01718,A0564,R013,Referral,Closed Lost,29700.0,2024-01-04,2024-02-26,2024-Q1,false,true
O01719,A0466,R016,Inbound,Closed Lost,49700.0,2025-08-20,2025-11-08,2025-Q4,false,true
O01720,A0438,R020,Outbound,Prospecting,232400.0,2025-09-01,,2025-Q3,,false
O01721,A0056,R017,Inbound,Closed Lost,114400.0,2024-03-12,2024-08-20,2024-Q3,false,true
O01722,A0099,R023,Inbound,Closed Lost,20500.0,2025-03-09,2025-05-19,2025-Q2,false,true
O01723,A0115,R010,Partner,Proposal,35600.0,2025-10-01,,2025-Q4,,false
O01724,A0566,R012,Event,Closed Lost,3300.0,2024-08-30,2024-09-22,2024-Q3,false,true
O01725,A0176,R020,Inbound,Closed Lost,277200.0,2024-07-27,2025-03-12,2025-Q1,false,true
O01726,A0277,R018,Inbound,Closed Lost,6700.0,2024-05-07,2024-05-27,2024-Q2,false,true
O01727,A0170,R017,Inbound,Closed Lost,114400.0,2024-08-13,2025-01-21,2025-Q1,false,true
O01728,A0594,R022,Inbound,Closed Won,6200.0,2025-01-30,2025-03-13,2025-Q1,true,true
O01729,A0455,R014,Inbound,Closed Lost,70700.0,2024-06-02,2024-09-04,2024-Q3,false,true
O01730,A0279,R009,Outbound,Prospecting,9500.0,2025-11-20,,2025-Q4,,false
O01731,A0398,R018,Outbound,Closed Lost,8600.0,2025-09-13,2025-10-10,2025-Q4,false,true
O01732,A0387,R004,Inbound,Closed Lost,31500.0,2025-02-17,2025-04-29,2025-Q2,false,true
O01733,A0298,R009,Partner,Closed Lost,16200.0,2025-01-23,2025-03-16,2025-Q1,false,true
O01734,A0577,R009,Outbound,Qualification,4000.0,2025-10-22,,2025-Q4,,false
O01735,A0021,R018,Outbound,Closed Lost,9700.0,2025-03-22,2025-05-21,2025-Q2,false,true
O01736,A0357,R006,Inbound,Closed Won,74500.0,2024-10-02,2025-01-01,2025-Q1,true,true
O01737,A0225,R017,Inbound,Closed Lost,196700.0,2024-02-07,2024-08-12,2024-Q3,false,true
O01738,A0163,R005,Outbound,Closed Won,11300.0,2025-09-22,2025-11-19,2025-Q4,true,true
O01739,A0262,R018,Event,Closed Lost,5100.0,2024-06-01,2024-07-03,2024-Q3,false,true
O01740,A0191,R009,Event,Closed Won,5500.0,2025-02-23,2025-03-28,2025-Q1,true,true
O01741,A0054,R019,Inbound,Prospecting,35900.0,2025-11-01,,2025-Q4,,false
O01742,A0201,R019,Event,Closed Lost,65900.0,2024-03-19,2024-05-11,2024-Q2,false,true
O01743,A0547,R003,Inbound,Closed Lost,65200.0,2025-04-18,2025-08-11,2025-Q3,false,true
O01744,A0192,R006,Outbound,Closed Lost,71000.0,2024-01-09,2024-04-04,2024-Q2,false,true
O01745,A0022,R021,Outbound,Closed Won,8900.0,2025-05-31,2025-06-17,2025-Q2,true,true
O01746,A0136,R006,Inbound,Prospecting,53600.0,2025-09-15,,2025-Q3,,false
O01747,A0255,R008,Outbound,Closed Won,14300.0,2025-10-17,2025-12-08,2025-Q4,true,true
O01748,A0001,R011,Outbound,Closed Lost,15000.0,2025-04-16,2025-06-02,2025-Q2,false,true
O01749,A0555,R015,Outbound,Closed Lost,17400.0,2025-06-21,2025-08-03,2025-Q3,false,true
O01750,A0592,R015,Event,Closed Won,17100.0,2024-09-14,2024-10-31,2024-Q4,true,true
O01751,A0130,R002,Inbound,Closed Lost,12000.0,2024-07-30,2024-08-17,2024-Q3,false,true
O01752,A0423,R020,Inbound,Closed Lost,199600.0,2025-01-19,2025-07-04,2025-Q3,false,true
O01753,A0017,R017,Partner,Closed Lost,224000.0,2025-03-21,2025-07-26,2025-Q3,false,true
O01754,A0144,R020,Referral,Closed Lost,125500.0,2025-02-09,2025-07-11,2025-Q3,false,true
O01755,A0259,R018,Inbound,Closed Lost,13700.0,2025-02-12,2025-03-27,2025-Q1,false,true
O01756,A0134,R015,Referral,Closed Lost,17200.0,2024-02-22,2024-03-22,2024-Q1,false,true
O01757,A0303,R012,Partner,Closed Lost,10000.0,2024-02-24,2024-03-31,2024-Q1,false,true
O01758,A0444,R005,Outbound,Closed Lost,8300.0,2025-09-04,2025-10-06,2025-Q4,false,true
O01759,A0491,R005,Inbound,Closed Lost,5900.0,2024-12-26,2025-01-30,2025-Q1,false,true
O01760,A0104,R008,Partner,Closed Lost,3900.0,2025-07-29,2025-08-29,2025-Q3,false,true
O01761,A0381,R002,Outbound,Closed Lost,8000.0,2025-04-04,2025-05-13,2025-Q2,false,true
O01762,A0335,R007,Event,Closed Lost,67700.0,2025-01-11,2025-03-03,2025-Q1,false,true
O01763,A0500,R013,Partner,Closed Lost,59300.0,2025-06-10,2025-07-29,2025-Q3,false,true
O01764,A0519,R005,Partner,Closed Lost,8000.0,2024-06-06,2024-07-14,2024-Q3,false,true
O01765,A0274,R008,Outbound,Closed Lost,4400.0,2024-05-25,2024-06-20,2024-Q2,false,true
O01766,A0043,R002,Outbound,Closed Won,17300.0,2024-11-06,2024-11-20,2024-Q4,true,true
O01767,A0428,R004,Inbound,Closed Lost,53200.0,2025-03-13,2025-07-06,2025-Q3,false,true
O01768,A0068,R004,Inbound,Closed Lost,63100.0,2024-02-08,2024-04-26,2024-Q2,false,true
O01769,A0170,R020,Outbound,Closed Lost,294200.0,2024-04-26,2024-08-14,2024-Q3,false,true
O01770,A0382,R018,Event,Closed Lost,11400.0,2024-09-21,2024-11-10,2024-Q4,false,true
O01771,A0339,R024,Event,Closed Lost,10900.0,2025-11-11,2025-12-15,2025-Q4,false,true
O01772,A0533,R024,Event,Closed Won,14700.0,2024-10-12,2024-12-03,2024-Q4,true,true
O01773,A0445,R020,Referral,Closed Lost,380800.0,2024-10-05,2025-03-28,2025-Q1,false,true
O01774,A0415,R002,Event,Closed Won,15000.0,2025-08-28,2025-09-30,2025-Q3,true,true
O01775,A0569,R009,Inbound,Closed Won,10000.0,2024-08-12,2024-09-10,2024-Q3,true,true
O01776,A0556,R016,Inbound,Closed Lost,64000.0,2025-01-06,2025-04-13,2025-Q2,false,true
O01777,A0084,R009,Inbound,Closed Lost,10200.0,2024-06-15,2024-08-07,2024-Q3,false,true
O01778,A0322,R017,Outbound,Closed Won,340800.0,2025-03-22,2025-10-01,2025-Q4,true,true
O01779,A0032,R012,Referral,Closed Lost,7600.0,2025-01-14,2025-02-04,2025-Q1,false,true
O01780,A0406,R019,Inbound,Closed Won,44700.0,2024-08-07,2024-11-11,2024-Q4,true,true
O01781,A0169,R012,Inbound,Closed Lost,7900.0,2024-06-12,2024-08-03,2024-Q3,false,true
O01782,A0085,R005,Inbound,Closed Lost,11100.0,2024-01-09,2024-02-01,2024-Q1,false,true
O01783,A0156,R002,Referral,Closed Won,5700.0,2024-01-03,2024-02-16,2024-Q1,true,true
O01784,A0376,R023,Inbound,Closed Won,23400.0,2024-12-31,2025-04-28,2025-Q2,true,true
O01785,A0103,R017,Event,Closed Lost,396200.0,2025-08-19,2025-12-08,2025-Q4,false,true
O01786,A0197,R004,Outbound,Closed Lost,24700.0,2025-02-04,2025-05-22,2025-Q2,false,true
O01787,A0539,R017,Inbound,Closed Lost,124400.0,2025-09-19,2026-02-28,2026-Q1,false,true
O01788,A0528,R017,Event,Closed Won,300500.0,2025-05-23,2025-10-17,2025-Q4,true,true
O01789,A0167,R020,Partner,Closed Lost,384500.0,2025-04-08,2025-10-06,2025-Q4,false,true
O01790,A0411,R013,Outbound,Closed Won,59300.0,2024-08-28,2024-11-20,2024-Q4,true,true
O01791,A0159,R002,Inbound,Closed Won,11800.0,2024-03-22,2024-04-08,2024-Q2,true,true
O01792,A0460,R008,Partner,Closed Lost,4100.0,2024-06-01,2024-07-31,2024-Q3,false,true
O01793,A0594,R009,Partner,Closed Lost,9100.0,2025-05-08,2025-06-18,2025-Q2,false,true
O01794,A0566,R022,Inbound,Closed Lost,6100.0,2024-11-05,2025-01-03,2025-Q1,false,true
O01795,A0161,R015,Event,Closed Won,4000.0,2024-07-15,2024-08-20,2024-Q3,true,true
O01796,A0259,R015,Event,Closed Lost,10000.0,2024-07-10,2024-08-24,2024-Q3,false,true
O01797,A0332,R020,Partner,Closed Lost,318500.0,2024-05-16,2024-11-05,2024-Q4,false,true
O01798,A0581,R008,Outbound,Closed Lost,17300.0,2024-01-08,2024-02-01,2024-Q1,false,true
O01799,A0343,R008,Referral,Closed Lost,6600.0,2024-02-13,2024-03-06,2024-Q1,false,true
O01800,A0208,R008,Partner,Closed Lost,14600.0,2025-03-03,2025-03-19,2025-Q1,false,true
O01801,A0382,R012,Outbound,Closed Lost,10200.0,2024-01-03,2024-01-23,2024-Q1,false,true
O01802,A0217,R008,Outbound,Closed Lost,12900.0,2024-12-06,2025-02-01,2025-Q1,false,true
O01803,A0544,R013,Outbound,Closed Lost,56000.0,2025-06-25,2025-10-23,2025-Q4,false,true
O01804,A0041,R018,Outbound,Closed Lost,7400.0,2025-08-28,2025-10-16,2025-Q4,false,true
O01805,A0292,R012,Inbound,Closed Lost,11800.0,2024-01-19,2024-02-28,2024-Q1,false,true
O01806,A0428,R014,Outbound,Closed Lost,32300.0,2025-09-15,2026-01-11,2026-Q1,false,true
O01807,A0308,R024,Outbound,Closed Lost,13000.0,2024-02-09,2024-03-08,2024-Q1,false,true
O01808,A0005,R017,Outbound,Closed Lost,384600.0,2024-02-11,2024-07-06,2024-Q3,false,true
O01809,A0441,R002,Referral,Closed Lost,11000.0,2024-03-18,2024-04-18,2024-Q2,false,true
O01810,A0017,R020,Outbound,Closed Lost,238900.0,2025-09-06,2025-12-18,2025-Q4,false,true
O01811,A0119,R009,Partner,Closed Won,13900.0,2025-02-02,2025-03-23,2025-Q1,true,true
O01812,A0015,R024,Outbound,Closed Won,7900.0,2025-03-15,2025-04-03,2025-Q2,true,true
O01813,A0102,R008,Outbound,Closed Lost,12900.0,2024-09-21,2024-10-15,2024-Q4,false,true
O01814,A0437,R017,Inbound,Closed Lost,111200.0,2024-06-16,2024-12-15,2024-Q4,false,true
O01815,A0556,R016,Inbound,Closed Won,22700.0,2025-10-16,2025-12-08,2025-Q4,true,true
O01816,A0004,R009,Outbound,Closed Won,17500.0,2024-03-08,2024-04-08,2024-Q2,true,true
O01817,A0125,R021,Outbound,Closed Lost,10700.0,2025-07-01,2025-08-13,2025-Q3,false,true
O01818,A0086,R012,Outbound,Closed Lost,5600.0,2024-04-04,2024-05-10,2024-Q2,false,true
O01819,A0257,R002,Outbound,Closed Won,17900.0,2025-09-27,2025-10-16,2025-Q4,true,true
O01820,A0535,R021,Outbound,Closed Lost,17900.0,2024-07-17,2024-08-30,2024-Q3,false,true
O01821,A0349,R015,Outbound,Closed Lost,15100.0,2025-03-18,2025-04-07,2025-Q2,false,true
O01822,A0172,R006,Inbound,Negotiation,66000.0,2025-09-27,,2025-Q3,,false
O01823,A0507,R021,Event,Closed Lost,7800.0,2025-04-13,2025-05-21,2025-Q2,false,true
O01824,A0038,R020,Partner,Closed Won,262700.0,2024-07-11,2024-10-09,2024-Q4,true,true
O01825,A0382,R024,Inbound,Closed Won,14200.0,2024-12-12,2025-01-21,2025-Q1,true,true
O01826,A0475,R005,Inbound,Closed Lost,11900.0,2024-05-17,2024-06-06,2024-Q2,false,true
O01827,A0140,R018,Outbound,Closed Lost,17900.0,2025-05-21,2025-07-09,2025-Q3,false,true
O01828,A0034,R023,Inbound,Closed Lost,37300.0,2024-11-20,2025-02-04,2025-Q1,false,true
O01829,A0110,R002,Inbound,Closed Won,17500.0,2024-11-03,2024-12-29,2024-Q4,true,true
O01830,A0389,R004,Referral,Closed Lost,70700.0,2024-10-14,2025-01-10,2025-Q1,false,true
O01831,A0373,R005,Inbound,Closed Lost,14100.0,2025-05-25,2025-06-27,2025-Q2,false,true
O01832,A0292,R012,Outbound,Closed Won,4400.0,2024-07-08,2024-09-05,2024-Q3,true,true
O01833,A0103,R020,Inbound,Closed Lost,391900.0,2024-04-26,2024-08-18,2024-Q3,false,true
O01834,A0127,R008,Inbound,Closed Won,11700.0,2025-08-13,2025-09-09,2025-Q3,true,true
O01835,A0319,R021,Outbound,Closed Lost,15200.0,2025-07-08,2025-07-27,2025-Q3,false,true
O01836,A0560,R011,Partner,Closed Lost,7500.0,2025-07-19,2025-09-13,2025-Q3,false,true
O01837,A0042,R020,Inbound,Closed Lost,290500.0,2025-03-06,2025-06-27,2025-Q2,false,true
O01838,A0071,R003,Outbound,Closed Lost,24600.0,2025-08-25,2025-10-09,2025-Q4,false,true
O01839,A0370,R015,Outbound,Closed Lost,7000.0,2025-07-08,2025-07-28,2025-Q3,false,true
O01840,A0254,R017,Partner,Closed Lost,139200.0,2024-12-08,2025-04-20,2025-Q2,false,true
O01841,A0107,R024,Inbound,Closed Lost,6300.0,2024-01-18,2024-03-02,2024-Q1,false,true
O01842,A0522,R009,Outbound,Closed Lost,13200.0,2025-02-21,2025-03-07,2025-Q1,false,true
O01843,A0193,R018,Partner,Closed Won,3900.0,2025-07-14,2025-08-12,2025-Q3,true,true
O01844,A0198,R020,Referral,Closed Lost,209400.0,2024-12-18,2025-04-21,2025-Q2,false,true
O01845,A0295,R007,Outbound,Closed Won,61800.0,2024-09-12,2024-11-11,2024-Q4,true,true
O01846,A0002,R017,Outbound,Closed Lost,319000.0,2025-02-19,2025-07-07,2025-Q3,false,true
O01847,A0595,R017,Partner,Closed Won,122400.0,2025-11-18,2026-04-20,2026-Q2,true,true
O01848,A0074,R024,Inbound,Closed Won,17500.0,2025-02-08,2025-03-02,2025-Q1,true,true
O01849,A0003,R024,Outbound,Closed Lost,4700.0,2024-08-03,2024-10-01,2024-Q4,false,true
O01850,A0350,R006,Inbound,Closed Lost,27100.0,2025-04-02,2025-06-04,2025-Q2,false,true
O01851,A0378,R012,Outbound,Closed Lost,12900.0,2025-02-24,2025-04-03,2025-Q2,false,true
O01852,A0207,R024,Partner,Closed Won,8800.0,2024-05-29,2024-06-25,2024-Q2,true,true
O01853,A0249,R018,Outbound,Closed Won,9600.0,2025-05-15,2025-06-15,2025-Q2,true,true
O01854,A0163,R002,Inbound,Closed Won,10900.0,2024-03-02,2024-04-14,2024-Q2,true,true
O01855,A0295,R004,Outbound,Closed Lost,29000.0,2024-10-17,2025-01-05,2025-Q1,false,true
O01856,A0543,R017,Inbound,Proposal,191300.0,2025-08-23,,2025-Q3,,false
O01857,A0489,R015,Inbound,Closed Lost,10200.0,2024-10-03,2024-10-27,2024-Q4,false,true
O01858,A0241,R023,Outbound,Closed Lost,31600.0,2025-05-12,2025-08-14,2025-Q3,false,true
O01859,A0149,R003,Inbound,Closed Lost,50400.0,2024-10-01,2025-01-01,2025-Q1,false,true
O01860,A0529,R020,Inbound,Closed Lost,100100.0,2025-02-17,2025-05-23,2025-Q2,false,true
O01861,A0290,R007,Referral,Closed Lost,71100.0,2024-09-07,2025-01-01,2025-Q1,false,true
O01862,A0188,R024,Inbound,Closed Lost,3100.0,2025-05-23,2025-07-09,2025-Q3,false,true
O01863,A0568,R020,Event,Qualification,80500.0,2025-08-04,,2025-Q3,,false
O01864,A0258,R020,Outbound,Closed Lost,281200.0,2025-08-23,2026-01-11,2026-Q1,false,true
O01865,A0366,R003,Inbound,Closed Lost,56700.0,2025-01-24,2025-05-09,2025-Q2,false,true
O01866,A0345,R020,Outbound,Closed Lost,250400.0,2025-04-27,2025-09-25,2025-Q3,false,true
O01867,A0576,R017,Outbound,Closed Won,260900.0,2024-03-19,2024-07-13,2024-Q3,true,true
O01868,A0045,R006,Inbound,Closed Lost,51200.0,2025-04-23,2025-07-29,2025-Q3,false,true
O01869,A0562,R014,Inbound,Closed Won,63800.0,2024-05-18,2024-07-30,2024-Q3,true,true
